label,text,predicted_label,predicted_label_category
2,final assault start syria raqqa islamic state fighter quit,1,True
2,breaking obama war cop another cop ambushed shot 3 time neck black man lengthy criminal history w st louis,0,Fake
2,liberal imperium quigley anglo american establishment jay dyer half,0,Fake
2,india modi head myanmar rohingya refugee crisis worsens,1,True
2,chinese sub dock malaysian port second time year,1,True
2,shocker grammy attendee wear make america great gown press go nut,0,Fake
2,gun control kid video 13 yr old told remove battlefield cross fallen soldier shirt face suspension,0,Fake
2,british woman loses virginity asylum seeking rapist way church,0,Fake
2,brazil meirelles hired medium team ahead 2018 election source,1,True
2,japan aso retracts hitler comment criticism,1,True
2,john mccain cancer conflict,0,Fake
2,kurd force move back defense line around kirkuk disengagement effort,1,True
2,benghazi liar back susan rice adam schiff caught another huge scandal time target president trump video,0,Fake
2,ghana fuel site blast kill least 7 injures dozen,1,True
2,cherokee people express disgust lying elizabeth warren faking native american heritage get prestigious law professor job,0,Fake
2,pope urge skeptical colombian accept peace guerrilla,1,True
2,wow leftist bully rosie donnell push horrible rumor social medium suggests barron trump mental disorder video,0,Fake
2,obama dance last ever white house gig drake hotline bling video,0,Fake
2,flashback uncovered video show hypocrite harry reid telling congress sane country would birthright citizenship,0,Fake
2,turkey issue arrest warrant 25 soldier post coup probe source,1,True
2,keeping competition iran startup thrive despite sanction,1,True
2,uk police say cordon bolton lifted package suspicious,1,True
2,boiler room ep 85 5 watching watcher,0,Fake
2,u condemns killing malta journalist say fbi assisting probe,1,True
2,dyer la time fake news article attack independent medium,0,Fake
2,reflection world gone mad pushing back neocolonialist thuggery,0,Fake
2,germany watching trump iran decision great concern,1,True
2,iraqi prime minister declares victory tal afar,1,True
2,exclusive displaced rohingya camp face aid crisis myanmar violence,1,True
2,palestinian protester attack u embassy lebanon,1,True
2,declassified u intel report used discredit trump huge embarrassment evidence compiled 2012 obama reelection,0,Fake
2,buried medium aide leftist u congressman sander levin mi arrested brutally beating male lover shovel want kill die dirty faggy,0,Fake
2,barack obama show serious fighting terrorism release osama bin laden bodyguard gitmo,0,Fake
2,exclusive mexico unlikely find quake survivor emergency chief say,1,True
2,black racist tried shut threatening intimidating big mistake video,0,Fake
2,minority turn obama blast legacy voted black as legacy obamaphones transgendered toilet video,0,Fake
2,moon abe agree pursue strong u n sanction north korea blue house,1,True
2,crazy video mayor baltimore gave rioter space destroy,0,Fake
2,non profit violent berkeley bamn leader surprised table turned interview video,0,Fake
2,macron convinced trump see u interest lie inside paris climate deal,1,True
2,party girl malia obama caught camera rolling pounding fist ground wild chicago lallapalooza festival,0,Fake
2,trump say approve lifting restriction south korea missile payload limit,1,True
2,pc world gone mad harvard business school grad run marathon without tampon highlight sentiment period shaming,0,Fake
2,thousand rohingya flee bangladesh fresh violence erupts myanmar,1,True
2,south african supreme court upholds reinstating 783 corruption charge zuma,1,True
2,catalan occupy voting station defy madrid order stop referendum,1,True
2,uk boris johnson reignites leadership speculation brexit plan,1,True
2,every hollywood actor approved meryl streep anti trump rant last night check vince vaughn mel gibson reaction,0,Fake
2,watch insane video chicago cop spill bean really happened chicago,0,Fake
2,world bank approves 150 million disaster fund dominican republic,1,True
2,petrol bomb tear gas athens rally mark rapper killing,1,True
2,boiler room 103 smoking gunz,0,Fake
2,catalan leader cast vote banned independence referendum,1,True
2,video leftist cnn anchor tell racist u rep baltimoreriots vet fault come back war ready battle,0,Fake
2,susan rice lie andrea mitchell judy woodruff two week ago video,0,Fake
2,congress deal knock punch obama back door gun grab gun owner cheering,0,Fake
2,iran halt flight iraq kurdish region retaliation independence vote,1,True
2,ugandan mp cite intimidation ahead move extend museveni rule,1,True
2,defeat islamic state raqqa may herald wider struggle u,1,True
2,catalan standoff touch separatist heart beyond spain,1,True
2,bill clinton caught groping flight attendant plane realized camera recording video,0,Fake
2,family australian woman fatally shot want minnesota cop charged,0,Fake
2,hey voter pay play hillary non profit foundation still fbi investigation,0,Fake
2,radical nyc mayor skip nypd swearing ceremony join violent g 20 protester germany gop mayoral candidate slam social medium,0,Fake
2,islamic state family moved site north mosul iraq confirms,1,True
2,watch trump supporter crash pro sanctuary city press conference radical call open border video,0,Fake
2,reopen kurt cobain case poll,1,True
2,japan pm abe say aim increase missile defense capability,1,True
2,germany schaeuble elected bundestag speaker tackle far right,1,True
2,british mp nigel evans shame anti trump parliament going go history roundly condemned politician keep promise video,0,Fake
2,nyc anti trump rally video dad tell little kid look vet eye gonna fighting video brave trump supporter follows rally soros funded sign,0,Fake
2,china southeast asia aim build trust sea drill singapore say,1,True
2,city across america replacing columbus day indigenous people day,0,Fake
2,turkish measure northern iraq target civilian pm say,1,True
2,trumpdom curious world trump foreign policy explained,0,Fake
2,italy lower house pass new electoral law move senate,1,True
2,pakistani court sentence christian man death blasphemy,0,Fake
2,meet ca sheriff bullied obama illegal immigrant activist believe law apply lawbreaker,0,Fake
2,kenyan police cooperating watchdog election related death source,1,True
2,must watch video watch track field olympian national anthem played video,0,Fake
2,liberal journalist go border get shocking answer wall mexico video,0,Fake
2,oops mit researcher debunk global warming data report confirms president trump right pull paris climate agreement,0,Fake
2,oops list top 10 corporate tax dodger hillary donor compliment bernie sander,0,Fake
2,ugandan special force accused ejecting mp parliament,1,True
2,medium ignores time bill clinton fired fbi director day vince foster found dead,0,Fake
2,pope writing document fake news truth,0,Fake
2,hungary fidesz prepares campaign soros plan migrant,1,True
2,hungarian find shocking video phone left behind muslim migrant,0,Fake
2,message president trump syria assad also need help defeat terrorism,0,Fake
2,hillary pander black vote bust awkard,0,Fake
2,episode 153 sunday wire nuremberg syndrome guest mother agnes,0,Fake
2,madness berkeley anarchist clash trump supporter pro trump rally guy got hit head really hard video,0,Fake
2,u want u n vote new north korea sanction next monday,1,True
2,encryption truth fbi telling battle apple san bernardino,0,Fake
2,undercover video expose obama lie gun show loophole,0,Fake
2,trump accelerating decline u global influence,1,True
2,portugal government survives confidence vote fire,1,True
2,berlin vote keep cold war era tegel airport open,1,True
2,bigger snowden wikileaks vault 7 classified cia leak mean,0,Fake
2,mattis slam false report trump request nuclear arm hike,1,True
2,congo refugee pour border angola backing kabila doubt,1,True
2,usa today article blame white mlk murder white killed mlk honor century kidnapping,0,Fake
2,trump resists pressure soften stance iran nuclear deal,1,True
2,proof know losing hillary campaign spokesman tell trump go f ck debate,0,Fake
2,nigerian military label biafra separatist group terrorist organization,1,True
2,epic liberal smackdown burning street,0,Fake
2,bikers trump travel future rally provide outside security paid soros thug hillary bernie sander,0,Fake
2,white house request 29 billion hurricane relief,1,True
2,germany approves sale three thyssenkrupp submarine israel,1,True
2,vice president penny trump greatly concern irma briefing,1,True
2,malaysia identifies victim religious school fire amid outrage safety,1,True
2,doj continues obsession discrediting ferguson police ridiculous new report,0,Fake
2,major cosmetic company announces plan release anti trump hair product boycott,0,Fake
2,brilliant trump adviser extreme medium gotten donald trump wrong since announced video,0,Fake
2,pakistan bar militant linked group forming new political party,1,True
2,breaking courageous federal judge denies obama request lift stay executive amnesty,0,Fake
2,planned parenthood fundraises shooting problem,0,Fake
2,hong kong vanishing archive battle preserve history,1,True
2,daily shooter academy florida woman shot dead police roleplay drill,1,True
2,turkey kill 99 kurdish militant latest operation military,1,True
2,field commander u backed sdf expects raqqa fight end monday,1,True
2,patrick henningsen live guest sean stone project new global government,0,Fake
2,iraqi force take control kurdish held area mosul niveveh province,1,True
2,mass nye sexual assault europe explained video innocent rape game played muslim arab nation,0,Fake
2,merkel back tougher u n sanction north korea call putin,1,True
2,serial plagiarist victory dance white people dying,0,Fake
2,young girl clinton destroyed monica lewinsky probably 41 year old want 22,0,Fake
2,elite nazi allied order hungary claim trump adviser sebastian gorka sworn member,1,True
2,outrageous video obama keep stirring flame division hate,0,Fake
2,baghdad pile pressure iraqi kurd reverse overwhelming independence vote,1,True
2,seven miner killed one missing coal mine collapse turkey,1,True
2,u call myanmar stop violence displacement rohingya,1,True
2,trump expected pressure china xi rein north korea official,1,True
2,germany green want power plant shut price coalition,1,True
2,northern ireland leader appeal vp penny bombardier challenge,1,True
2,south african minister call anc discipline zuma report,1,True
2,rohingya muslim trapped myanmar violence told stay put,1,True
2,kenya official change way announcing election result,1,True
2,bundy case ruled mistrial federal case soon crumble,0,Fake
2,fired mitt romney niece tell mi gop grassroots chair former ted cruz state director get behind trump get lost,0,Fake
2,schaeuble head german parliament unblocking coalition talk,1,True
2,least four killed british motorway crash police,1,True
2,erdogan adviser see recovery turkey tie germany eu,1,True
2,france skip 2018 winter game security assured,1,True
2,group terror tie encourages muslim swing u presidential election turn islamic center,0,Fake
2,britain leave eu single market custom union one nation minister,1,True
2,take poll think president trump pick replace james comey,0,Fake
2,london ambulance service sends hazardous area response team station incident,1,True
2,party corruption clinton campaign directly tied disgraced dnc consultant,0,Fake
2,meredith corp koch money buy time inc,0,Fake
2,tyson food destroying small town forcing taxpayer pick housing,0,Fake
2,spanish auditor demand catalan leader pay previous independence vote el pais,1,True
2,rocky history nafta,1,True
2,marine arrested complaining government facebook suing government video,0,Fake
2,may conservative win vote bolster party number committee,1,True
2,official trump potus 45,0,Fake
2,exclusive post election,1,True
2,hillary flip flop highlight reel,0,Fake
2,cult crime,1,True
2,eu refugee court ruling trigger new east west feuding,1,True
2,oops trump hating dem senator caught huge lie claimed never met spoke russian ambassador forgot time dinner home,0,Fake
2,student sent home school wearing traditional swiss clothing considered racist,0,Fake
2,catalan choice delay say former adviser,1,True
2,crocodile tear watch obama use phony outrage gain sympathy gun control,0,Fake
2,anti trump protester applaud hitler speech given undercover trump supporter resisttrump rally video,0,Fake
2,flashback video jesse jackson praise donald trump commitment bringing black,0,Fake
2,peggy hubbard defends trump talk attacked defended confederate statue antifa black life matter showed weapon,0,Fake
2,paul joseph watson expose medium obsession trump call taiwan leader 14 second video,0,Fake
2,putin call tougher north korea sanction senseless warns global catastrophe,1,True
2,get jail free obama race war quietly funded jay z,0,Fake
2,exiled venezuelan opposition magistrate resurface chile,1,True
2,britain queen elizabeth open scotland third forth bridge,1,True
2,democrat mayor proclaims barring trump entering st petersburg,0,Fake
2,give u clarity brexit french minister griveaux tell uk,1,True
2,breaking man rush paris police station door knife screaming allahu akbar another muslim clock boy,0,Fake
2,priceless watch bill clinton awkward response asked perverted past fair game,0,Fake
2,india eye airport sri lanka near chinese belt road outpost,1,True
2,turkey open military base mogadishu train somali soldier,1,True
2,hillary clinton presidency already begun lame duck promote war syria,0,Fake
2,sudan regret u putting trafficking list sanction decision,1,True
2,putin dial anti u rhetoric keep mum election,1,True
2,boiler room ep 127 oppression commiseration similar topic,0,Fake
2,british police chasing suspect train bombing,1,True
2,greece overcomes forestry setback develop athens coastal resort,1,True
2,facebook hire porn star husband accused defrauding snopes website fact check mostly conservative website,0,Fake
2,samsung leader jay lee given five year jail sentence bribery,1,True
2,hulk hogan kicked curb wwe speculation racist comment,0,Fake
2,trump meeting malaysia pm seek put 1mdb scandal behind,1,True
2,idea less hope leave syria crisis back burner u n,1,True
2,another american known wolf fort lauderdale shooter known fbi,0,Fake
2,russia lavrov tillerson talk syria bombing allegation,1,True
2,hilarious watch happens campus cop try kick student trump campus building trump wall video,0,Fake
2,bosnia serb region declares neutrality bid block nato membership,1,True
2,malaysia royal call religious tolerance rare public intervention,1,True
2,fewer baby born singapore last year despite incentive,1,True
2,fbi director confirms hillary worst nightmare found creep laptop video,0,Fake
2,wow hillary took state department furniture furnish residence,0,Fake
2,kenya hold new presidential vote oct 17 electoral commission,1,True
2,watch trump supporter big joe surrounded woman march los angeles political correctness disease video,0,Fake
2,boiler room ep 124 weather warfare cnn goblin pit,0,Fake
2,anonymous video bill clinton raping 13 yr old could end crooked hillary,0,Fake
2,dem rep,0,Fake
2,violent riot shuts free speech breitbart miloyiannopoulos berkeley video,0,Fake
2,must watch video steve bannon think going give country back without fight,0,Fake
2,breaking crooked sec state hillary knew taking 12 million king mohammed vi corrupt morocco might hurt campaign took anyway video,0,Fake
2,breaking trump announces nominee secretary state liberal head explode,0,Fake
2,transylvanian dream juncker antidote brexit nightmare,1,True
2,france macron say euro zone need budget finance minister,1,True
2,boiler room ep 71 one million mark,0,Fake
2,mexico politician fear flunking quake test 2018 vote,1,True
2,echoing france germany say may offered nothing concrete brexit,1,True
2,four nation meet resume stalled afghan peace talk oman,1,True
2,polish legal expert say poland demand german reparation,1,True
2,star war 2 0 washington battle fund space warfare,1,True
2,egypt court sentence mursi 25 year qatar spy case,1,True
2,watch happens random people asked sign petition allowing illegal alien murderer,0,Fake
2,belgian mayor threatened islamist convert islam die,1,True
2,leftist alan colmes think stop using national anthem sporting event,0,Fake
2,king obama threatens congress mess iran deal congress pull white flag obama hand video,0,Fake
2,former clinton political advisor left hillary hired secret police go woman victimized bill video,0,Fake
2,church replaces jesus nativity scene drowned muslim syrian boy,0,Fake
2,fear driving cambodian opposition mp abroad party say,1,True
2,china offer support myanmar u n amid rohingya crisis,1,True
2,pope francis worry usa distorted vision world,0,Fake
2,china welcome myanmar effort alleviate situation rakhine,1,True
2,police order berlin district evacuation ww2 bomb find,1,True
2,mass exodus democrat party liberal massachusetts trump effect,0,Fake
2,false alarm psy op lax active shooter spectacle,0,Fake
2,indonesia tightens rule curb money laundering terror funding,1,True
2,lexisnexis withdrew two product chinese market,1,True
2,former iraqi president talabani buried kurdish home region,1,True
2,remember democrat,0,Fake
2,russia north korea discus nuclear crisis moscow,1,True
2,young chinese woman chase dream abroad look wistfully home,0,Fake
2,fbi cracked terror plot black friday may worse 9 11,0,Fake
2,china say freed swedish bookseller whereabouts still unknown,1,True
2,new cold war chilling prospect world,0,Fake
2,breaking ford announces 700 million u investment job,0,Fake
2,laura ingraham brilliant idea shake liberal college campus video,0,Fake
2,casting crisis orlando actor,1,True
2,catalan leader puigdemont speak catalan parliament tuesday,1,True
2,uk government confident winning vote brexit legislation spokesman,1,True
2,breaking ecuadorian embassy admits cut wikileaks internet pressure john kerry,0,Fake
2,kenya risk constitutional crisis ahead election run top legal official,1,True
2,britain say window restore northern ireland devolution closing rapidly,1,True
2,ep 11 patrick henningsen live top trump trend 2017 guest gerald celente,0,Fake
2,boiler room ep 70 stick,0,Fake
2,hillary clinton jump shark trump secret russian server conspiracy theory,0,Fake
2,remember democrat operative caught bragging voter fraud operation wi video,0,Fake
2,rohingya insurgent declare temporary ceasefire amid humanitarian crisis,1,True
2,spain suspend catalonia autonomy response independence threat,1,True
2,britain say syrian reconstruction political transition away assad,1,True
2,democrat wrote paper woman fantasize gang raped draw larger crowd gop presidential candidate,0,Fake
2,missed brilliant daniel hannan socialism versus liberty hitler socialist video,0,Fake
2,activist make impact,1,True
2,kenyan election head guarantee vote free fair,1,True
2,one french soldier killed iraq syria area french presidency,1,True
2,cloaked conspiracy overview jfk file reopens door coup tat claim cold war era false flag terror,0,Fake
2,dead dictator rusting boat fight history,0,Fake
2,facing potential wheat crisis egypt play poppy seed risk,1,True
2,detroit free press editor call gruesome murder mi gop lawmaker,0,Fake
2,sex roulette party rise one person secretly hiv entertained thrill knowing video,0,Fake
2,hollywood hip al qaeda oscar best documentary short go,0,Fake
2,rohingyas must go home safety bangladesh say,1,True
2,medium ignores time bill clinton fired fbi director day vince foster found dead,0,Fake
2,patriot owner trump toughest time life,0,Fake
2,whoa flashback video andrew breitbart closet john podesta,0,Fake
2,senator elizabeth warren try trash republican latest tweet sitting desk everyone laughing,0,Fake
2,muslim teen wrote 3 radical word college application accepted prestigious stanford university,0,Fake
2,thousand queue pay last respect thailand late king bhumibol,1,True
2,paul ryan made mockery trump promise protect blue collar job foreign worker,0,Fake
2,exposed u backed war syria helped isi expand operation,0,Fake
2,south african supreme court upholds reinstating 783 corruption charge zuma,1,True
2,bombshell clinton wikileak expose entire shadow government jay dyer vid,0,Fake
2,medium link domestic drone surveillance trump zero evidence,1,True
2,turk safe germany merkel say dismissing ankara warning,1,True
2,alt left attack phoenix police karma hit back hurt video,0,Fake
2,another known wolf nyc bombing suspect probed fbi,0,Fake
2,wow russian hacker give stunning detail deal fbi offered falsely claim hacked hillary email behalf putin trump,0,Fake
2,russia version paris hilton announces presidential bid,1,True
2,nj gov chris christie get cub fan face baseball game pretty video,0,Fake
2,exclusive bloomberg charity scrutinized india anti tobacco funding lobbying document,1,True
2,turkey could look elsewhere russia share missile technology minister,1,True
2,tough texas mayor fought back implementation sharia law city join trump team video,0,Fake
2,breaking brazil detains two u olympic swimmer robbery investigation let swimmer go,0,Fake
2,hillary us fake accent victory speech attack police want build record accomplishment president obama,0,Fake
2,ultimate community organizer neighborhood white rich obama plan fix using government force diversity,0,Fake
2,hillary lie way one physician say hillary parkinson disease hillary admits even get convention,0,Fake
2,merkel bavarian ally insist conservative unity coalition talk,1,True
2,catalan mayor exercise right remain silent referendum questioning,1,True
2,hezbollah say bulk convoy left syrian government area,1,True
2,nfl legend supported hillary leaf cnn host speechless praise trump people called name reached back brought along held grudge video,0,Fake
2,video racist president invite muslim join black victim pool celebrating ramadan white house,0,Fake
2,julian assange reveals john podesta hilarious email password 14 year old kid could hacked podesta video,0,Fake
2,u call russia release crimean dissident state dept,1,True
2,utah rancher vow stand government abuse despite oregon arrest,1,True
2,nato launch black sea force latest counter russia,1,True
2,convenient active shooter kill 5 fort lauderdale,0,Fake
2,lawmaker urge u craft targeted sanction myanmar military,1,True
2,national security sale univision chair give hillary 7 million keep border open,0,Fake
2,nail mike rowe trump hillary supporter like video,0,Fake
2,say obama give go ahead new un regional hub washington dc plan use center disturbing,0,Fake
2,frankfurt evacuate 60000 people defuse british wwii bomb,1,True
2,dingbat maxine water tell islamic society republican trying prevent sharia law enforced america contrary american value threatens national security video,0,Fake
2,myriad way cia tried failed assassinate fidel castro,0,Fake
2,britain saudi arabia sign military cooperation deal state medium,1,True
2,unreal new york time blame conservative berkeley violence watch video truth video,0,Fake
2,cia official tell jury day hell broke loose benghazi,0,Fake
2,india struggle rein border flow cattle rohingya,1,True
2,german party coalition talk agree stick balanced budget,1,True
2,update pressure miss usa flip flopped healthcare video,0,Fake
2,video black man tell reporter taking protest charlotte suburb,0,Fake
2,british pm expected offer fill post brexit eu budget hole ft,1,True
2,russia say iraqi kurd must act concert baghdad,1,True
2,german citizen trial turkey political charge medium,1,True
2,mike huckabee defends daughter sarah make hilarious comparison medium preschool age grandchild,0,Fake
2,syria u peace council address united nation nyc,1,True
2,head germany fdp offer macron bittersweet euro zone deal,1,True
2,opposition challenge venezuelan socialist vote win urge protest,1,True
2,cnn fareed zarakia trump supporter stupid racist video,0,Fake
2,raqqa tribal chief say sdf agrees let syrian fighter leave city statement,1,True
2,thousand indonesian join anti myanmar rally jakarta,1,True
2,fire bangladesh textile factory kill six,1,True
2,hurricane irma kill five sweep island saint martin,0,Fake
2,obama flood america illegal alien,0,Fake
2,list 24 republican voted yes keep obama taxpayer funded sex change surgery place transgenders military,0,Fake
2,tea party making comeback conservative reorganize mobilize fight back rent mob democrat,0,Fake
2,communist sympathizer nyc mayor deblasio encourages anti trump protester keep going people fight back,0,Fake
2,active shooter drill suddenly go live joint base andrew maryland,0,Fake
2,turkey follow west lead right author orhan pamuk,1,True
2,dear mr president said lock asking video,0,Fake
2,german wage talk include new focus reduced working hour,1,True
2,china say good preparation made trump visit,1,True
2,hillary clinton crashing poll move obama strategy using taxpayer money give away free sh,0,Fake
2,u medium hyped active shooter drill andrew base real event,0,Fake
2,russian presidential hopeful say sling mud putin,1,True
2,joe biden shocking announcement hell,0,Fake
2,sick trend sologamist describes like bride groom worth video,0,Fake
2,mattis looking see change need made niger ambush,1,True
2,another soldier obama race war 4 white people shot tn ambush,0,Fake
2,democrat senator make fake anti trump story cnn interview video,0,Fake
2,retired cop pen gut wrenching viral letter 49er qb colin kaepernick must read,0,Fake
2,austria playing game ban face concealing islamic dress mandate integration course else,1,True
2,predicted,0,Fake
2,trump conduct sting operation u intelligence service,1,True
